5356,5875,6020,6136,6528,6702,6851,7308,7620,7629,8342,8584,8921,9383,9327,9663,9801,10108,10715,11124,11178,11382,11560,11847,11979,12511,12975,13057,13074,13511,13476,13474,12737,13062,12889,13386,13089,15026,14981,13954,14520,14925,14804,15038,14724,15126
4373,4400,4927,5078,5132,5483,5481,5813,6178,6448,6491,7082,7336,7551,7945,7892,8240,8347,8665,9265,9458,9597,9782,9773,10101,10142,10782,11114,11353,11296,11694,11683,11581,10989,11376,11299,11723,11375,13192,13110,12168,12774,13140,13043,13313,13005
3269,3577,3613,4085,4151,4203,4491,4576,4833,5092,5349,5414,5936,6123,6354,6658,6609,6940,7004,7244,7690,7979,8023,8196,8237,8484,8554,9079,9447,9574,9657,9953,9875,9857,9412,9759,9671,10038,9804,11382,11313,10591,11216,11386,11422,11633
2520,2593,2849,2905,3269,3347,3372,3672,3757,3884,4098,4350,4464,4870,5029,5199,5542,5487,5707,5795,5965,6422,6463,6528,6821,6745,7000,7149,7649,7839,8041,8046,8288,8171,8359,7935,8231,8117,8453,8279,9684,9633,9051,9528,9740,9810
1826,1975,2045,2268,2279,2562,2617,2708,2935,2999,3075,3255,3535,3586,3933,4036,4211,4501,4480,4623,4742,4879,5177,5239,5268,5530,5437,5740,5888,6293,6481,6592,6565,6777,6699,6930,6561,6863,6703,6967,6891,8151,8130,7614,8061,8172
1357,1417,1537,1583,1749,1788,1956,2037,2089,2318,2311,2378,2571,2741,2815,3032,3223,3338,3555,3502,3647,3748,3865,4072,4205,4111,4413,4271,4560,4643,5066,5125,5304,5223,5466,5437,5643,5322,5605,5482,5700,5656,6740,6650,6248,6658
1002,1020,1063,1141,1187,1337,1311,1495,1587,1542,1735,1731,1860,1958,2090,2169,2360,2477,2603,2729,2702,2819,2883,2975,3143,3236,3214,3467,3339,3583,3642,4015,3975,4188,4120,4298,4277,4478,4188,4465,4388,4509,4552,5430,5422,4914
626,732,780,762,849,886,978,978,1121,1174,1137,1272,1330,1420,1479,1587,1660,1801,1889,1959,2081,2027,2137,2128,2250,2360,2444,2466,2680,2555,2741,2745,3071,3077,3259,3174,3367,3337,3464,3216,3503,3422,3596,3572,4245,4236
426,446,522,557,529,625,621,721,715,778,819,826,953,973,1042,1052,1168,1249,1335,1371,1445,1534,1503,1526,1553,1603,1739,1789,1854,1982,1941,2030,2028,2300,2312,2492,2407,2563,2486,2640,2487,2681,2616,2739,2824,3268
255,298,321,381,393,333,411,447,532,507,548,577,591,672,692,725,768,842,899,950,972,1064,1076,1055,1099,1093,1141,1253,1314,1329,1441,1429,1463,1458,1679,1658,1805,1774,1897,1824,1958,1879,2001,1939,2052,2092
